"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Onil Pena","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".228",".271",".499",".219","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828232"
"Hector Martinez","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".196",".206",".402",".179","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002845"
"Jared Akins","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".211",".263",".474",".206","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004284"
"Francisco Acuna","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".201",".212",".413",".183","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003291"
"Connor McVey","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".243",".245",".488",".219","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006941"
"Oscar Gonzalez","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".189",".209",".397",".175","","1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005776"
"Adan Munoz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".232",".277",".510",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa201393"
"Esney Chacon","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".202",".225",".427",".188","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003267"
"Ricardo Cubillan","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".247",".247",".494",".221","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917089"
"Russ Olive","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".226",".278",".504",".218","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006930"
"Carlos Rivero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".205",".222",".428",".189","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828427"
"Nick Ward","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".238",".255",".493",".218","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007089"
"Darling Florentino","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".199",".252",".451",".196","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006901"
"Daniel Montano","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".241",".300",".541",".233","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917068"
"Matthew Lloyd","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".228",".291",".519",".225","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169978"
"Alexander Ovalles","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".208",".244",".452",".198","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005781"
"Wilson Alvarez","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".199",".206",".405",".179","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916709"
"Eric Wagaman","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".218",".276",".495",".214","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002875"
"Madison Santos","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".192",".230",".423",".185","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006206"
"Kendy Moya","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".211",".211",".422",".189","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917443"
"Bryce Brown","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".217",".256",".473",".207","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003434"
"Oneill Manzueta","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".189",".217",".406",".179","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005942"
"Sebastian Espino","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".190",".206",".396",".175","","1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003347"
"Zachary Rheams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".223",".277",".500",".217","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008050"
"Pablo Reyes","MIL","2","6","6","1","0","0","0","1","1","0","2","0","0","0","",".235",".298",".384",".683",".292","","77","0.0","0.0","","-0.2","-0.1","0.0","","999.0","16357"
"Logan Sowers","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".209",".249",".458",".201","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829551"
"Keshawn Lynch","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".232",".230",".461",".207","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003949"
"Jorbit Vivas","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".204",".217",".421",".186","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005511"
"Donivan Williams","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".207",".212",".420",".187","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004950"
"Matthew Acosta","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".221",".249",".470",".206","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009870"
"Cameron Cannon","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".203",".231",".434",".190","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011467"
"Zach Malis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".227",".271",".498",".217","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007025"
"Pedro Alfonseca","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".194",".237",".431",".188","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918899"
"Cesar Trejo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".212",".260",".473",".206","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006915"
"Wadye Ynfante","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".218",".252",".470",".206","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828382"
"John Strunc","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".203",".223",".426",".188","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010892"
"Tra'mayne Holmes","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".227",".254",".481",".212","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829468"
"Jeremy Fernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".224",".267",".491",".212","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa880735"
"Miguel Perez","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".139",".188",".214",".402",".178","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004053"
"Reniel Ozuna","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".224",".267",".490",".214","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917151"
"Jeremiah Jackson","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".181",".213",".394",".173","","0","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007740"
"Angel Lopez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".201",".223",".424",".187","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003283"
"Fabian Pertuz","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".206",".227",".432",".190","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005500"
"Luis Joseph","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".201",".226",".427",".187","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828231"
"Troy Johnston","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".216",".243",".459",".202","","23","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010899"
"Kevin Lachance","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".207",".210",".418",".187","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918198"
"Bryan Torres","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".199",".198",".397",".177","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002858"
"Jean Carmona","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".199",".214",".413",".183","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003340"
"Brett Kinneman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".217",".247",".464",".205","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006668"
"Jean Montero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".199",".223",".422",".186","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917386"
"Steward Berroa","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".197",".212",".409",".182","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003276"
"Dalton Hoiles","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".216",".250",".466",".205","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008229"
"McGregory Contreras","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".208",".254",".463",".201","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917178"
"Nicholas Northcut","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".199",".231",".430",".189","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007640"
"Clayton Fisher","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".194",".223",".416",".182","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009865"
"Francisco Hernandez","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".192",".233",".426",".186","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004942"
"Spencer Horwitz","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".221",".264",".485",".211","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1115496"
"Jhoan Paulino","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".182",".196",".378",".167","","-1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005563"
"David Arendas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".224",".265",".489",".215","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008616"
"Heriberto Hernandez","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".203",".242",".445",".195","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005630"
"Kingston Liniak","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".196",".226",".423",".185","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007020"
"Ricardo Cespedes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".213",".246",".459",".201","","23","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828197"
"Darlyn Del Villar","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".194",".202",".396",".176","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005724"
"Sauryn Lao","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".194",".223",".417",".184","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917331"
"Orlando Zapata","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".198",".225",".423",".186","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008145"
"Nicolas Feight","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".220",".279",".499",".215","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004045"
"Luis Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".203",".215",".417",".186","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917355"
"Brayan Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".193",".204",".397",".176","","1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004384"
"Ulysses Cantu","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".222",".270",".492",".215","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918089"
"Cristhian Pedroza","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".203",".215",".419",".185","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917110"
"Matthew Marlowe","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".207",".238",".445",".195","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1170288"
"Kenen Irizarry","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".211",".232",".442",".195","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007310"
"Albert Guaimaro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".213",".255",".469",".204","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917084"
"Jose Almonte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".209",".260",".469",".204","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828294"
"Ronny Brito","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".196",".213",".409",".181","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917329"
"Joe Gillette","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".223",".266",".489",".214","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006849"
"Rochest Cruz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".207",".216",".423",".188","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003426"
"Gionti Turner","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".191",".206",".397",".175","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007326"
"D'Shawn Knowles","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".192",".216",".408",".180","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006889"
"Bryan Torres","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".203",".211",".414",".184","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa885119"
"Jhosner Vargas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".203",".216",".419",".185","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917109"
"Leandro Santana","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".221",".269",".491",".214","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828255"
"Chad McClanahan","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".225",".244",".469",".208","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918209"
"Jose Acosta","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".210",".231",".440",".194","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006187"
"Deivi Estrada","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".205",".227",".432",".191","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006076"
"Brendt Citta","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".218",".250",".468",".205","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007633"
"Edgar Made","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".201",".231",".432",".189","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003244"
"Blaine Crim","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".228",".293",".521",".223","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010170"
"Christopher Pasteur","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".205",".247",".452",".199","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008138"
"Jake Brodt","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".218",".273",".491",".213","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007316"
"Jose Curpa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".211",".216",".427",".190","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002703"
"Kyle Stowers","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".205",".250",".455",".199","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1115829"
"Ismael Alcantara","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".195",".217",".411",".182","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002862"
"Luis Avalo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".173",".202",".374",".164","","-7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916731"
"Brandon Benson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".209",".254",".464",".202","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002879"
"Marshawn Taylor","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".191",".203",".394",".174","","0","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006845"
"Johnathan Rodriguez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".213",".250",".463",".202","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004147"
"Jose Bermudez","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".223",".252",".475",".209","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916720"
"Hagen Owenby","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".229",".256",".486",".213","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003180"
"James Alexander","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".205",".232",".437",".192","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1170495"
"Henderson De Oleo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".192",".224",".416",".183","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872784"
"Shael Mendoza","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".218",".243",".461",".202","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917059"
"Eric Senior","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".209",".254",".463",".201","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875381"
"Yeikel Blandin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".195",".222",".417",".183","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003351"
"Wilson Valdez","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".195",".235",".430",".187","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005792"
"Luis Andujar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".194",".221",".416",".183","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005734"
"Seth Gray","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".189",".222",".411",".180","","3","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1115752"
"Erik Ostberg","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".219",".237",".456",".202","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004505"
"Nicholas Gatewood","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".215",".275",".490",".211","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007006"
"Edmond Americaan","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".217",".249",".466",".204","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008341"
"Saul Torres","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".126",".169",".188",".357",".159","","-10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa923363"
"Francisco Ortiz","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".203",".226",".429",".189","","-4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003419"
"Juan Herrera","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".191",".239",".430",".186","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002699"
"Jake Holton","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".225",".249",".474",".210","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010599"
"Jackson Lueck","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".217",".235",".452",".200","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007011"
"Jose Quezada","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".194",".219",".413",".182","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005165"
"Edgar Martinez","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".201",".206",".407",".181","","2","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005790"
"Rigoberto Terrazas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".229",".246",".475",".211","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827958"
"Martin Bechina","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".199",".235",".434",".190","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1053075"
"Alexander Hernandez","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".197",".231",".428",".187","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002696"
"Offerman Collado","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".202",".205",".407",".181","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa745014"
"Jacob Randa","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".216",".257",".473",".207","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010033"
"Blake Sabol","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".217",".242",".459",".202","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010269"
"Rehybell Perozo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".193",".218",".411",".181","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003243"
"Fernando Villegas","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".215",".247",".462",".202","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007642"
"Aaron Familia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".191",".219",".410",".181","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916733"
"Luis Roman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".216",".266",".483",".210","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004063"
"Eric De La Rosa","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".210",".240",".450",".198","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006911"
"Dariel Gomez","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".211",".250",".461",".201","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872729"
"Liam Sabino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".197",".210",".407",".180","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007821"
"Yerdelluis Vargas","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".185",".198",".383",".170","","1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003184"
"Angel Solarte","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".191",".221",".411",".180","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007037"
"Ricardo Verenzuela","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".194",".212",".406",".180","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003212"
"Eddy Diaz","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".223",".245",".468",".205","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004979"
"Maxwell Morales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".208",".277",".485",".209","","23","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917279"
"Griffin Benson","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".224",".264",".488",".214","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918512"
"Zachary Ashford","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".205",".240",".446",".195","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009886"
"Sebastian Ochoa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".193",".216",".409",".180","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917417"
"Nestor Heredia","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".194",".224",".418",".183","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005626"
"Federico Polanco","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".194",".204",".398",".176","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005571"
"Nicholas Decker","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".208",".253",".461",".201","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008590"
"Ricardo Ferreira","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".216",".230",".447",".198","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828126"
"Randy Romero","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".213",".247",".460",".200","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006185"
"Andrew Warner","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".207",".244",".451",".198","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007095"
"DeAires Moses","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".209",".241",".450",".198","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829543"
"Terriez Fuller","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".208",".238",".446",".197","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004265"
"Jesus Marriaga","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".215",".228",".443",".197","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917311"
"Miguel Jerez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".214",".262",".476",".208","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917754"
